paper_id,title,abstract,categories,text,label_list
704.1215,Double Neutron Stars: Evidence For Two Different Neutron-Star Formation   Mechanisms,"  Six of the eight double neutron stars known in the Galactic disk have low orbital eccentricities (< 0.27) indicating that their second-born neutron stars received only very small velocity kicks at birth. This is similar to the case of the B-emission X-ray binaries, where a sizable fraction of the neutron stars received hardly any velocity kick at birth (Pfahl et al. 2002). The masses of the second-born neutron stars in five of the six low-eccentricity double neutron stars are remarkably low (between 1.18 and 1.30 Msun). It is argued that these low-mass, low-kick neutron stars were formed by the electron-capture collapse of the degenerate O-Ne-Mg cores of helium stars less massive than about 3.5 Msun, whereas the higher-mass, higher kick-velocity neutron stars were formed by the collapses of the iron cores of higher initial mass. The absence of low-velocity single young radio pulsars (Hobbs et al. 2005) is consistent with the model proposed by Podsiadlowski et al. (2004), in which the electron-capture collapse of degenerate O-Ne-Mg cores can only occur in binary systems, and not in single stars. ",astro-ph,"Double Neutron Stars: Evidence For Two Different Neutron-Star Formation   Mechanisms.   Six of the eight double neutron stars known in the Galactic disk have low orbital eccentricities (< 0.27) indicating that their second-born neutron stars received only very small velocity kicks at birth. This is similar to the case of the B-emission X-ray binaries, where a sizable fraction of the neutron stars received hardly any velocity kick at birth (Pfahl et al. 2002). The masses of the second-born neutron stars in five of the six low-eccentricity double neutron stars are remarkably low (between 1.18 and 1.30 Msun). It is argued that these low-mass, low-kick neutron stars were formed by the electron-capture collapse of the degenerate O-Ne-Mg cores of helium stars less massive than about 3.5 Msun, whereas the higher-mass, higher kick-velocity neutron stars were formed by the collapses of the iron cores of higher initial mass. The absence of low-velocity single young radio pulsars (Hobbs et al. 2005) is consistent with the model proposed by Podsiadlowski et al. (2004), in which the electron-capture collapse of degenerate O-Ne-Mg cores can only occur in binary systems, and not in single stars.",['astro-ph']
704.0452,Dramatic Variability of X-ray Absorption Lines in the Black Hole   Candidate Cygnus X-1,"  We report results from a 30 ks observation of Cygnus X-1 with the High Energy Transmission Grating Spectrometer (HETGS) on board the {\em Chandra X-ray Observatory}. Numerous absorption lines were detected in the HETGS spectrum. The lines are associated with highly ionized Ne, Na, Mg, Al, Si, S, and Fe, some of which have been seen in earlier HETGS observations. Surprisingly, however, we discovered dramatic variability of the lines over the duration of the present observation. For instance, the flux of the Ne X line at 12.14 \AA\ was about $5 \times 10^{-3}$ photons cm$^{-2}$ s$^{-1}$ in the early part of the observation but became subsequently undetectable, with a 99% upper limit of $0.06 \times 10^{-3}$ photons cm$^{-2}$ s$^{-1}$ on the flux of the line. This implies that the line weakened by nearly two orders of magnitude on a timescale of hours. The overall X-ray flux of the source did also vary during the observation but only by 20--30%. For Cyg X-1, the absorption lines are generally attributed to the absorption of X-rays by ionized stellar wind in the binary system. Therefore, they may provide valuable diagnostics on the physical condition of the wind. We discuss the implications of the results. ",astro-ph,"Dramatic Variability of X-ray Absorption Lines in the Black Hole   Candidate Cygnus X-1.   We report results from a 30 ks observation of Cygnus X-1 with the High Energy Transmission Grating Spectrometer (HETGS) on board the {\em Chandra X-ray Observatory}. Numerous absorption lines were detected in the HETGS spectrum. The lines are associated with highly ionized Ne, Na, Mg, Al, Si, S, and Fe, some of which have been seen in earlier HETGS observations. Surprisingly, however, we discovered dramatic variability of the lines over the duration of the present observation. For instance, the flux of the Ne X line at 12.14 \AA\ was about $5 \times 10^{-3}$ photons cm$^{-2}$ s$^{-1}$ in the early part of the observation but became subsequently undetectable, with a 99% upper limit of $0.06 \times 10^{-3}$ photons cm$^{-2}$ s$^{-1}$ on the flux of the line. This implies that the line weakened by nearly two orders of magnitude on a timescale of hours. The overall X-ray flux of the source did also vary during the observation but only by 20--30%. For Cyg X-1, the absorption lines are generally attributed to the absorption of X-rays by ionized stellar wind in the binary system. Therefore, they may provide valuable diagnostics on the physical condition of the wind. We discuss the implications of the results.",['astro-ph']
704.0689,Study on Correlations between the Twin Kilohertz Quasi-periodic   Oscillations in Low-mass X-ray Binaries,"  The recently updated data of the twin kilohertz quasi-periodic oscillations (kHz QPOs) in the neutron star low-mass X-ray binaries are analyzed. The power-law fitting $\nu_{1}=a(\nu_{2}/1000)^{b}$ and linear fitting $\nu_{2}=A\nu_{1}+B$ are applied, individually, to the data points of four Z sources (GX 17+2, GX 340+0, GX 5-1 and Sco X-1) and four Atoll sources (4U 0614+09, 4U 1608-52, 4U 1636-53 and 4U 1728-34). The $\chi^{2}$-tests show that the power-law correlation and linear correlation both can fit data well. Moreover, the comparisons between the data and the theoretical models for kHz QPOs are discussed. ",astro-ph,"Study on Correlations between the Twin Kilohertz Quasi-periodic   Oscillations in Low-mass X-ray Binaries.   The recently updated data of the twin kilohertz quasi-periodic oscillations (kHz QPOs) in the neutron star low-mass X-ray binaries are analyzed. The power-law fitting $\nu_{1}=a(\nu_{2}/1000)^{b}$ and linear fitting $\nu_{2}=A\nu_{1}+B$ are applied, individually, to the data points of four Z sources (GX 17+2, GX 340+0, GX 5-1 and Sco X-1) and four Atoll sources (4U 0614+09, 4U 1608-52, 4U 1636-53 and 4U 1728-34). The $\chi^{2}$-tests show that the power-law correlation and linear correlation both can fit data well. Moreover, the comparisons between the data and the theoretical models for kHz QPOs are discussed.",['astro-ph']
704.1347,Comparaison entre cohomologie cristalline et cohomologie \'etale   $p$-adique sur certaines vari\'et\'es de Shimura,"  Let $X$ be an integral model at a prime $p$ of a Shimura variety of PEL type having good reduction, associated to a reductive group $G$. To $\mathbb{Z}_p$ reprsententations of the group $G$ can be associated two kinds of sheaves : crystals on the special fiber of $X$, and locally constant \'etale sheaves on the generic fiber. We establish a comparison between the cohomology of these two kinds of sheaves. ",math.AG,"Comparaison entre cohomologie cristalline et cohomologie \'etale   $p$-adique sur certaines vari\'et\'es de Shimura.   Let $X$ be an integral model at a prime $p$ of a Shimura variety of PEL type having good reduction, associated to a reductive group $G$. To $\mathbb{Z}_p$ reprsententations of the group $G$ can be associated two kinds of sheaves : crystals on the special fiber of $X$, and locally constant \'etale sheaves on the generic fiber. We establish a comparison between the cohomology of these two kinds of sheaves.",['math.AG']
704.1637,Fischler-Susskind holographic cosmology revisited,"  When Fischler and Susskind proposed a holographic prescription based on the Particle Horizon, they found that spatially closed cosmological models do not verify it due to the apparently unavoidable recontraction of the Particle Horizon area. In this article, after a short review of their original work, we expose graphically and analytically that spatially closed cosmological models can avoid this problem if they expand fast enough. It has been also shown that the Holographic Principle is saturated for a codimension one brane dominated Universe. The Fischler-Susskind prescription is used to obtain the maximum number of degrees of freedom per Planck volume at the Planck era compatible with the Holographic Principle. ",hep-th gr-qc,"Fischler-Susskind holographic cosmology revisited.   When Fischler and Susskind proposed a holographic prescription based on the Particle Horizon, they found that spatially closed cosmological models do not verify it due to the apparently unavoidable recontraction of the Particle Horizon area. In this article, after a short review of their original work, we expose graphically and analytically that spatially closed cosmological models can avoid this problem if they expand fast enough. It has been also shown that the Holographic Principle is saturated for a codimension one brane dominated Universe. The Fischler-Susskind prescription is used to obtain the maximum number of degrees of freedom per Planck volume at the Planck era compatible with the Holographic Principle.","['hep-th', 'gr-qc']"
704.1271,Numerical Evaluation of Six-Photon Amplitudes,"  We apply the recently proposed amplitude reduction at the integrand level method, to the computation of the scattering process 2 photons -> 4 photons, including the case of a massive fermion loop. We also present several improvements of the method, including a general strategy to reconstruct the rational part of any one-loop amplitude and the treatment of vanishing Gram-determinants. ",hep-ph,"Numerical Evaluation of Six-Photon Amplitudes.   We apply the recently proposed amplitude reduction at the integrand level method, to the computation of the scattering process 2 photons -> 4 photons, including the case of a massive fermion loop. We also present several improvements of the method, including a general strategy to reconstruct the rational part of any one-loop amplitude and the treatment of vanishing Gram-determinants.",['hep-ph']
704.1355,Lowest Landau Level of Relativistic Field Theories in a Strong   Background Field,"  We consider gauge theories in a strong external magnetic like field. This situation can appear either in conventional four-dimensional theories, but also naturally in extra-dimensional theories and especially in brane world models. We show that in the lowest Landau level approximation, some of the coordinates become non-commutative. We find physical reasons to formal problems with non-commutative gauge theories such as the issue with SU(N) gauge symmetries. Our construction is applied to a minimal extension of the standard model. It is shown that the Higgs sector might be non-commutative whereas the remaining sectors of the standard model remain commutative. Signatures of this model at the LHC are discussed. We then discuss an application to a dark matter sector coupled to the Higgs sector of the standard model and show that here again, dark matter could be non-commutative, the standard model fields remaining commutative. ",hep-ph astro-ph hep-th,"Lowest Landau Level of Relativistic Field Theories in a Strong   Background Field.   We consider gauge theories in a strong external magnetic like field. This situation can appear either in conventional four-dimensional theories, but also naturally in extra-dimensional theories and especially in brane world models. We show that in the lowest Landau level approximation, some of the coordinates become non-commutative. We find physical reasons to formal problems with non-commutative gauge theories such as the issue with SU(N) gauge symmetries. Our construction is applied to a minimal extension of the standard model. It is shown that the Higgs sector might be non-commutative whereas the remaining sectors of the standard model remain commutative. Signatures of this model at the LHC are discussed. We then discuss an application to a dark matter sector coupled to the Higgs sector of the standard model and show that here again, dark matter could be non-commutative, the standard model fields remaining commutative.","['hep-ph', 'astro-ph', 'hep-th']"
704.0978,Distribution of the molecular absorption in front of the quasar   B0218+357,"  The line of sight to the quasar B0218+357, one of the most studied lensed systems, intercepts a z=0.68 spiral galaxy, which splits its image into two main components A and B, separated by ca. 0.3'', and gives rise to molecular absorption. Although the main absorption component has been shown to arise in front of image A, it is not established whether some absorption from other velocity components is also occuring in front of image B. To tackle this question, we have observed the HCO+(2-1) absorption line during the commissioning phase of the new very extended configuration of the Plateau de Bure Interferometer, in order to trace the position of the absorption as a function of frequency. Visibility fitting of the self-calibrated data allowed us to achieve position accuracy between ~12 and 80 mas per velocity component. Our results clearly demonstrate that all the different velocity components of the HCO+(2-1) absorption arise in front of the south-west image A of the quasar. We estimate a flux ratio fA/fB = 4.2 (-1.0;+1.8 at 106 GHz. ",astro-ph,"Distribution of the molecular absorption in front of the quasar   B0218+357.   The line of sight to the quasar B0218+357, one of the most studied lensed systems, intercepts a z=0.68 spiral galaxy, which splits its image into two main components A and B, separated by ca. 0.3'', and gives rise to molecular absorption. Although the main absorption component has been shown to arise in front of image A, it is not established whether some absorption from other velocity components is also occuring in front of image B. To tackle this question, we have observed the HCO+(2-1) absorption line during the commissioning phase of the new very extended configuration of the Plateau de Bure Interferometer, in order to trace the position of the absorption as a function of frequency. Visibility fitting of the self-calibrated data allowed us to achieve position accuracy between ~12 and 80 mas per velocity component. Our results clearly demonstrate that all the different velocity components of the HCO+(2-1) absorption arise in front of the south-west image A of the quasar. We estimate a flux ratio fA/fB = 4.2 (-1.0;+1.8 at 106 GHz.",['astro-ph']
704.0513,SDSS J233325.92+152222.1 and the evolution of intermediate polars,"  Intermediate polars (IPs) are cataclysmic variables which contain magnetic white dwarfs with a rotational period shorter than the binary orbital period. Evolutionary theory predicts that IPs with long orbital periods evolve through the 2-3 hour period gap, but it is very uncertain what the properties of the resulting objects are. Whilst a relatively large number of long-period IPs are known, very few of these have short orbital periods. We present phase-resolved spectroscopy and photometry of SDSS J233325.92+152222.1 and classify it as the IP with the shortest known orbital period (83.12 +/- 0.09 min), which contains a white dwarf with a relatively long spin period (41.66 +/- 0.13 min). We estimate the white dwarf's magnetic moment to be mu(WD) \approx 2 x 10^33 G cm^3, which is not only similar to three of the other four confirmed short-period IPs but also to those of many of the long-period IPs. We suggest that long-period IPs conserve their magnetic moment as they evolve towards shorter orbital periods. Therefore the dominant population of long-period IPs, which have white dwarf spin periods roughly ten times shorter than their orbital periods, will likely end up as short-period IPs like SDSS J2333, with spin periods a large fraction of their orbital periods. ",astro-ph,"SDSS J233325.92+152222.1 and the evolution of intermediate polars.   Intermediate polars (IPs) are cataclysmic variables which contain magnetic white dwarfs with a rotational period shorter than the binary orbital period. Evolutionary theory predicts that IPs with long orbital periods evolve through the 2-3 hour period gap, but it is very uncertain what the properties of the resulting objects are. Whilst a relatively large number of long-period IPs are known, very few of these have short orbital periods. We present phase-resolved spectroscopy and photometry of SDSS J233325.92+152222.1 and classify it as the IP with the shortest known orbital period (83.12 +/- 0.09 min), which contains a white dwarf with a relatively long spin period (41.66 +/- 0.13 min). We estimate the white dwarf's magnetic moment to be mu(WD) \approx 2 x 10^33 G cm^3, which is not only similar to three of the other four confirmed short-period IPs but also to those of many of the long-period IPs. We suggest that long-period IPs conserve their magnetic moment as they evolve towards shorter orbital periods. Therefore the dominant population of long-period IPs, which have white dwarf spin periods roughly ten times shorter than their orbital periods, will likely end up as short-period IPs like SDSS J2333, with spin periods a large fraction of their orbital periods.",['astro-ph']
704.0193,Domain Wall Dynamics near a Quantum Critical Point,"  We study the real-time domain-wall dynamics near a quantum critical point of the one-dimensional anisotropic ferromagnetic spin 1/2 chain. By numerical simulation, we find the domain wall is dynamically stable in the Heisenberg-Ising model. Near the quantum critical point, the width of the domain wall diverges as $(\Delta -1) ^{-1/2}$. ",cond-mat.mtrl-sci cond-mat.stat-mech,"Domain Wall Dynamics near a Quantum Critical Point.   We study the real-time domain-wall dynamics near a quantum critical point of the one-dimensional anisotropic ferromagnetic spin 1/2 chain. By numerical simulation, we find the domain wall is dynamically stable in the Heisenberg-Ising model. Near the quantum critical point, the width of the domain wall diverges as $(\Delta -1) ^{-1/2}$.","['cond-mat.mtrl-sci', 'cond-mat.stat-mech']"
704.0268,Automated Generation of Layout and Control for Quantum Circuits,"  We present a computer-aided design flow for quantum circuits, complete with automatic layout and control logic extraction. To motivate automated layout for quantum circuits, we investigate grid-based layouts and show a performance variance of four times as we vary grid structure and initial qubit placement. We then propose two polynomial-time design heuristics: a greedy algorithm suitable for small, congestion-free quantum circuits and a dataflow-based analysis approach to placement and routing with implicit initial placement of qubits. Finally, we show that our dataflow-based heuristic generates better layouts than the state-of-the-art automated grid-based layout and scheduling mechanism in terms of latency and potential pipelinability, but at the cost of some area. ",quant-ph,"Automated Generation of Layout and Control for Quantum Circuits.   We present a computer-aided design flow for quantum circuits, complete with automatic layout and control logic extraction. To motivate automated layout for quantum circuits, we investigate grid-based layouts and show a performance variance of four times as we vary grid structure and initial qubit placement. We then propose two polynomial-time design heuristics: a greedy algorithm suitable for small, congestion-free quantum circuits and a dataflow-based analysis approach to placement and routing with implicit initial placement of qubits. Finally, we show that our dataflow-based heuristic generates better layouts than the state-of-the-art automated grid-based layout and scheduling mechanism in terms of latency and potential pipelinability, but at the cost of some area.",['quant-ph']
704.0427,The 3D +-J Ising model at the ferromagnetic transition line,"  We study the critical behavior of the three-dimensional $\pm J$ Ising model [with a random-exchange probability $P(J_{xy}) = p \delta(J_{xy} - J) + (1-p) \delta(J_{xy} + J)$] at the transition line between the paramagnetic and ferromagnetic phase, which extends from $p=1$ to a multicritical (Nishimori) point at $p=p_N\approx 0.767$. By a finite-size scaling analysis of Monte Carlo simulations at various values of $p$ in the region $p_N<p<1$, we provide strong numerical evidence that the critical behavior along the ferromagnetic transition line belongs to the same universality class as the three-dimensional randomly-dilute Ising model. We obtain the results $\nu=0.682(3)$ and $\eta=0.036(2)$ for the critical exponents, which are consistent with the estimates $\nu=0.683(2)$ and $\eta=0.036(1)$ at the transition of randomly-dilute Ising models. ",cond-mat.dis-nn cond-mat.stat-mech,"The 3D +-J Ising model at the ferromagnetic transition line.   We study the critical behavior of the three-dimensional $\pm J$ Ising model [with a random-exchange probability $P(J_{xy}) = p \delta(J_{xy} - J) + (1-p) \delta(J_{xy} + J)$] at the transition line between the paramagnetic and ferromagnetic phase, which extends from $p=1$ to a multicritical (Nishimori) point at $p=p_N\approx 0.767$. By a finite-size scaling analysis of Monte Carlo simulations at various values of $p$ in the region $p_N<p<1$, we provide strong numerical evidence that the critical behavior along the ferromagnetic transition line belongs to the same universality class as the three-dimensional randomly-dilute Ising model. We obtain the results $\nu=0.682(3)$ and $\eta=0.036(2)$ for the critical exponents, which are consistent with the estimates $\nu=0.683(2)$ and $\eta=0.036(1)$ at the transition of randomly-dilute Ising models.",['cond-mat.stat-mech']
704.1915,Thermal inertia of near-Earth asteroids and implications for the   magnitude of the Yarkovsky effect,"  Thermal inertia determines the temperature distribution over the surface of an asteroid and therefore governs the magnitude the Yarkovsky effect. The latter causes gradual drifting of the orbits of km-sized asteroids and plays an important role in the delivery of near-Earth asteroids (NEAs) from the main belt and in the dynamical spreading of asteroid families. At present, very little is known about the thermal inertia of asteroids in the km size range. Here we show that the average thermal inertia of a sample of NEAs in the km-size range is 200 $\pm$ 40 J m&#8722;2 s&#8722;0.5 K&#8722;1. Furthermore, we identify a trend of increasing thermal inertia with decreasing asteroid diameter, D. This indicates that the dependence of the drift rate of the orbital semimajor axis on the size of asteroids due to the Yarkovsky effect is a more complex function than the generally adopted D^(&#8722;1) dependence, and that the size distribution of objects injected by Yarkovsky-driven orbital mobility into the NEA source regions is less skewed to smaller sizes than generally assumed. We discuss how this fact may help to explain the small difference in the slope of the size distribution of km-sized NEAs and main-belt asteroids. ",astro-ph,"Thermal inertia of near-Earth asteroids and implications for the   magnitude of the Yarkovsky effect.   Thermal inertia determines the temperature distribution over the surface of an asteroid and therefore governs the magnitude the Yarkovsky effect. The latter causes gradual drifting of the orbits of km-sized asteroids and plays an important role in the delivery of near-Earth asteroids (NEAs) from the main belt and in the dynamical spreading of asteroid families. At present, very little is known about the thermal inertia of asteroids in the km size range. Here we show that the average thermal inertia of a sample of NEAs in the km-size range is 200 $\pm$ 40 J m&#8722;2 s&#8722;0.5 K&#8722;1. Furthermore, we identify a trend of increasing thermal inertia with decreasing asteroid diameter, D. This indicates that the dependence of the drift rate of the orbital semimajor axis on the size of asteroids due to the Yarkovsky effect is a more complex function than the generally adopted D^(&#8722;1) dependence, and that the size distribution of objects injected by Yarkovsky-driven orbital mobility into the NEA source regions is less skewed to smaller sizes than generally assumed. We discuss how this fact may help to explain the small difference in the slope of the size distribution of km-sized NEAs and main-belt asteroids.",['astro-ph']
704.1644,Circulating Current States in Bilayer Fermionic and Bosonic Systems,"  It is shown that fermionic polar molecules or atoms in a bilayer optical lattice can undergo the transition to a state with circulating currents, which spontaneously breaks the time reversal symmetry. Estimates of relevant temperature scales are given and experimental signatures of the circulating current phase are identified. Related phenomena in bosonic and spin systems with ring exchange are discussed. ",cond-mat.other physics.atom-ph quant-ph,"Circulating Current States in Bilayer Fermionic and Bosonic Systems.   It is shown that fermionic polar molecules or atoms in a bilayer optical lattice can undergo the transition to a state with circulating currents, which spontaneously breaks the time reversal symmetry. Estimates of relevant temperature scales are given and experimental signatures of the circulating current phase are identified. Related phenomena in bosonic and spin systems with ring exchange are discussed.","['cond-mat.other', 'quant-ph']"
704.0438,Broadening the Higgs Boson with Right-Handed Neutrinos and a Higher   Dimension Operator at the Electroweak Scale,  The existence of certain TeV suppressed higher-dimension operators may open up new decay channels for the Higgs boson to decay into lighter right-handed neutrinos. These channels may dominate over all other channels if the Higgs boson is light. For a Higgs boson mass larger than $2 m_W$ the new decays are subdominant yet still of interest. The right-handed neutrinos have macroscopic decay lengths and decay mostly into final states containing leptons and quarks. A distinguishing collider signature of this scenario is a pair of displaced vertices violating lepton number. A general operator analysis is performed using the minimal flavor violation hypothesis to illustrate that these novel decay processes can occur while remaining consistent with experimental constraints on lepton number violating processes. In this context the question of whether these new decay modes dominate is found to depend crucially on the approximate flavor symmetries of the right-handed neutrinos. ,hep-ph,Broadening the Higgs Boson with Right-Handed Neutrinos and a Higher   Dimension Operator at the Electroweak Scale.   The existence of certain TeV suppressed higher-dimension operators may open up new decay channels for the Higgs boson to decay into lighter right-handed neutrinos. These channels may dominate over all other channels if the Higgs boson is light. For a Higgs boson mass larger than $2 m_W$ the new decays are subdominant yet still of interest. The right-handed neutrinos have macroscopic decay lengths and decay mostly into final states containing leptons and quarks. A distinguishing collider signature of this scenario is a pair of displaced vertices violating lepton number. A general operator analysis is performed using the minimal flavor violation hypothesis to illustrate that these novel decay processes can occur while remaining consistent with experimental constraints on lepton number violating processes. In this context the question of whether these new decay modes dominate is found to depend crucially on the approximate flavor symmetries of the right-handed neutrinos.,['hep-ph']
704.0639,A measure of the non-Gaussian character of a quantum state,  We address the issue of quantifying the non-Gaussian character of a bosonic quantum state and introduce a non-Gaussianity measure based on the Hilbert-Schmidt distance between the state under examination and a reference Gaussian state. We analyze in details the properties of the proposed measure and exploit it to evaluate the non-Gaussianity of some relevant single- and multi-mode quantum states. The evolution of non-Gaussianity is also analyzed for quantum states undergoing the processes of Gaussification by loss and de-Gaussification by photon-subtraction. The suggested measure is easily computable for any state of a bosonic system and allows to define a corresponding measure for the non-Gaussian character of a quantum operation. ,quant-ph,A measure of the non-Gaussian character of a quantum state.   We address the issue of quantifying the non-Gaussian character of a bosonic quantum state and introduce a non-Gaussianity measure based on the Hilbert-Schmidt distance between the state under examination and a reference Gaussian state. We analyze in details the properties of the proposed measure and exploit it to evaluate the non-Gaussianity of some relevant single- and multi-mode quantum states. The evolution of non-Gaussianity is also analyzed for quantum states undergoing the processes of Gaussification by loss and de-Gaussification by photon-subtraction. The suggested measure is easily computable for any state of a bosonic system and allows to define a corresponding measure for the non-Gaussian character of a quantum operation.,['quant-ph']
704.0765,Evidence of Spatially Inhomogeous Pairing on the Insulating Side of a   Disorder-Tuned Superconductor-Insulator Transition,"  Measurements of transport properties of amorphous insulating indium oxide thin films have been interpreted as evidence of the presence of superconducting islands on the insulating side of a disorder-tuned superconductor-insulator transition. Although the films are not granular, the behavior is similar to that observed in granular films. The results support theoretical models in which the destruction of superconductivity by disorder produces spatially inhomogenous pairing with a spectral gap. ",cond-mat.supr-con,"Evidence of Spatially Inhomogeous Pairing on the Insulating Side of a   Disorder-Tuned Superconductor-Insulator Transition.   Measurements of transport properties of amorphous insulating indium oxide thin films have been interpreted as evidence of the presence of superconducting islands on the insulating side of a disorder-tuned superconductor-insulator transition. Although the films are not granular, the behavior is similar to that observed in granular films. The results support theoretical models in which the destruction of superconductivity by disorder produces spatially inhomogenous pairing with a spectral gap.",['cond-mat.supr-con']
704.1832,"Near and Mid-IR Photometry of the Pleiades, and a New List of Substellar   Candidate Members","  We make use of new near and mid-IR photometry of the Pleiades cluster in order to help identify proposed cluster members. We also use the new photometry with previously published photometry to define the single-star main sequence locus at the age of the Pleiades in a variety of color-magnitude planes.   The new near and mid-IR photometry extend effectively two magnitudes deeper than the 2MASS All-Sky Point Source catalog, and hence allow us to select a new set of candidate very low mass and sub-stellar mass members of the Pleiades in the central square degree of the cluster. We identify 42 new candidate members fainter than Ks =14 (corresponding to 0.1 Mo). These candidate members should eventually allow a better estimate of the cluster mass function to be made down to of order 0.04 solar masses.   We also use new IRAC data, in particular the images obtained at 8 um, in order to comment briefly on interstellar dust in and near the Pleiades. We confirm, as expected, that -- with one exception -- a sample of low mass stars recently identified as having 24 um excesses due to debris disks do not have significant excesses at IRAC wavelengths. However, evidence is also presented that several of the Pleiades high mass stars are found to be impacting with local condensations of the molecular cloud that is passing through the Pleiades at the current epoch. ",astro-ph,"Near and Mid-IR Photometry of the Pleiades, and a New List of Substellar   Candidate Members.   We make use of new near and mid-IR photometry of the Pleiades cluster in order to help identify proposed cluster members. We also use the new photometry with previously published photometry to define the single-star main sequence locus at the age of the Pleiades in a variety of color-magnitude planes.   The new near and mid-IR photometry extend effectively two magnitudes deeper than the 2MASS All-Sky Point Source catalog, and hence allow us to select a new set of candidate very low mass and sub-stellar mass members of the Pleiades in the central square degree of the cluster. We identify 42 new candidate members fainter than Ks =14 (corresponding to 0.1 Mo). These candidate members should eventually allow a better estimate of the cluster mass function to be made down to of order 0.04 solar masses.   We also use new IRAC data, in particular the images obtained at 8 um, in order to comment briefly on interstellar dust in and near the Pleiades. We confirm, as expected, that -- with one exception -- a sample of low mass stars recently identified as having 24 um excesses due to debris disks do not have significant excesses at IRAC wavelengths. However, evidence is also presented that several of the Pleiades high mass stars are found to be impacting with local condensations of the molecular cloud that is passing through the Pleiades at the current epoch.",['astro-ph']
704.1723,A User-Friendly Code to Diagnose Chromospheric Plasmas,"  The physical interpretation of spectropolarimetric observations of lines of neutral helium, such as those of the 10830 A multiplet, represents an excellent opportunity for investigating the magnetism of plasma structures in the solar chromosphere. Here we present a powerful forward modeling and inversion code that permits either to calculate the emergent intensity and polarization for any given magnetic field vector or to infer the dynamical and magnetic properties from the observed Stokes profiles. This diagnostic tool is based on the quantum theory of spectral line polarization, which self-consistently accounts for the Hanle and Zeeman effects in the most general case of the incomplete Paschen-Back effect regime. We also take into account radiative transfer effects. An efficient numerical scheme based on global optimization methods has been applied. Our Stokes inversion code permits a fast and reliable determination of the global minimum. ",astro-ph,"A User-Friendly Code to Diagnose Chromospheric Plasmas.   The physical interpretation of spectropolarimetric observations of lines of neutral helium, such as those of the 10830 A multiplet, represents an excellent opportunity for investigating the magnetism of plasma structures in the solar chromosphere. Here we present a powerful forward modeling and inversion code that permits either to calculate the emergent intensity and polarization for any given magnetic field vector or to infer the dynamical and magnetic properties from the observed Stokes profiles. This diagnostic tool is based on the quantum theory of spectral line polarization, which self-consistently accounts for the Hanle and Zeeman effects in the most general case of the incomplete Paschen-Back effect regime. We also take into account radiative transfer effects. An efficient numerical scheme based on global optimization methods has been applied. Our Stokes inversion code permits a fast and reliable determination of the global minimum.",['astro-ph']
704.1457,Chaos and Symmetry in String Cosmology,"  We review the recently discovered interplay between chaos and symmetry in the general inhomogeneous solution of many string-related Einstein-matter systems in the vicinity of a cosmological singularity. The Belinsky-Khalatnikov-Lifshitz-type chaotic behaviour is found, for many Einstein-matter models (notably those related to the low-energy limit of superstring theory and M-theory), to be connected with certain (infinite-dimensional) hyperbolic Kac-Moody algebras. In particular, the billiard chambers describing the asymptotic cosmological behaviour of pure Einstein gravity in spacetime dimension d+1, or the metric-three-form system of 11-dimensional supergravity, are found to be identical to the Weyl chambers of the Lorentzian Kac-Moody algebras AE_d, or E_{10}, respectively. This suggests that these Kac-Moody algebras are hidden symmetries of the corresponding models. There even exists some evidence of a hidden equivalence between the general solution of the Einstein-three-form system and a null geodesic in the infinite dimensional coset space E_{10} / K(E_{10}), where K(E_{10}) is the maximal compact subgroup of E_{10}. ",gr-qc,"Chaos and Symmetry in String Cosmology.   We review the recently discovered interplay between chaos and symmetry in the general inhomogeneous solution of many string-related Einstein-matter systems in the vicinity of a cosmological singularity. The Belinsky-Khalatnikov-Lifshitz-type chaotic behaviour is found, for many Einstein-matter models (notably those related to the low-energy limit of superstring theory and M-theory), to be connected with certain (infinite-dimensional) hyperbolic Kac-Moody algebras. In particular, the billiard chambers describing the asymptotic cosmological behaviour of pure Einstein gravity in spacetime dimension d+1, or the metric-three-form system of 11-dimensional supergravity, are found to be identical to the Weyl chambers of the Lorentzian Kac-Moody algebras AE_d, or E_{10}, respectively. This suggests that these Kac-Moody algebras are hidden symmetries of the corresponding models. There even exists some evidence of a hidden equivalence between the general solution of the Einstein-three-form system and a null geodesic in the infinite dimensional coset space E_{10} / K(E_{10}), where K(E_{10}) is the maximal compact subgroup of E_{10}.",['gr-qc']
